,0,1,2,3,4,5,6,7,8,9
0,-0.175667899038,-0.0906535776055,0.0388261128332,0.0844609683215,-0.0824590022815,0.150416512395,-0.0688224392015,-0.00810354294945,-0.105802191174,0.12296571335
1,-0.0703149484242,-0.0508935709167,-0.123092603078,0.0333739587318,-0.0140351310147,-0.0614099429439,-0.0761124258821,0.156208393057,0.115926726513,0.051931763364
2,-0.0377312809114,-0.0141967176444,-0.0874296789379,-0.0842821744903,0.0809589140491,0.0551587570199,-0.0300522001053,-0.0811224782152,0.102166903,0.0964481257268
3,0.297070592359,-0.0796963139946,0.176155211987,-0.247237125856,0.0429032485756,-0.0905393447053,0.130366930211,-0.0773198065879,-0.0744544729649,-0.0417424937014
4,0.0346653666145,-0.0452796651405,0.0770579017347,-0.00737506342589,-0.0548451380942,-0.0293287107047,0.0476347361908,0.0342906418796,-0.0220905970549,-0.0376812069806
5,-0.126292984705,-0.281094140362,-0.175767579743,0.137166519805,-0.196676745919,0.181775109071,-0.00698730834879,-0.129318437388,0.442161618015,0.106583805124
6,0.145324536366,0.193668522629,0.22354944174,-0.0753362990456,-0.19336299124,-0.300660783589,-0.150920901022,-0.00923062209463,0.168001367281,0.00443900529797
7,-0.223568992163,0.09555124726,-0.158810192097,0.0936652622048,0.0935864457825,-0.187248403652,-0.101334747969,0.209704584878,-0.0983244046171,0.167230602504
8,0.400068800997,-0.0878413844634,-0.0220110186343,-0.214140713309,-0.163417531688,0.00558251878972,-0.192530629812,0.118000656471,-0.10711299381,0.159348129373
9,0.00210202440596,-0.0691084033125,-0.115141329517,-0.0250797310948,0.067937869494,0.0118820401661,0.0700190711348,0.170447952755,-0.0932094632022,-0.00731531955639
10,-0.164635781734,0.105536563719,0.0617027885669,0.0824114451661,-0.169092383625,-0.0277622793417,-0.03894249364,0.235806530584,-0.0899450404914,-0.094323132059
11,-0.11266855477,-0.0681189327831,-0.294106637413,-0.0689244491421,-0.00679401838948,-0.0560983400402,-0.103168616797,0.282323486739,-0.0202356776164,0.299396223281
12,-0.178471683503,0.135791508646,-0.0820560344134,-0.112844045867,0.139081820077,0.0645454979245,0.0376730500551,-0.0541959216755,0.141085226522,-0.0979230084019
13,-0.243253780231,-0.251841352807,-0.276816838468,0.259667945128,-0.04441869112,0.260784313463,-0.149834234878,-0.119376131469,0.247174716769,0.187278458841
14,0.0437708881181,0.0632008233038,0.00691663764952,0.102369853217,-0.0572877214445,0.0850611629688,-0.0484784314056,-0.180742706137,-0.0791609772374,0.0827371209725
15,0.122755500982,-0.151908539613,-0.0279429715289,0.173026320215,-0.0833801526227,-0.11857221801,-0.0408729252385,-0.0363108855693,0.306241642051,-0.0495005947616
